X,Y
75.0,0.0
72.86703601108032,0.0
70.6786703601108,0.0
68.43490304709141,0.0
66.13573407202216,0.0
63.78116343490304,0.0
61.37119113573407,0.0
58.905817174515235,0.0
56.38504155124654,0.0
53.80886426592798,0.0
51.17728531855956,0.0
48.49030470914127,0.0
45.747922437673125,0.0
42.95013850415513,0.0
40.09695290858726,0.0
37.18836565096953,0.0
34.22437673130193,0.0
31.204986149584485,0.0
28.130193905817176,0.0
25.0,0.0
24.48753462603878,0.013850415512465401
24.002770083102494,0.055401662049861605
23.545706371191137,0.12465373961218844
23.116343490304708,0.22160664819944595
22.71468144044321,0.34626038781163443
22.34072022160665,0.49861495844875375
21.994459833795013,0.6786703601108035
21.675900277008306,0.8864265927977838
21.385041551246537,1.1218836565096955
21.121883656509695,1.3850415512465377
20.886426592797783,1.6759002770083105
20.6786703601108,1.9944598337950137
20.498614958448755,2.3407202216066483
20.34626038781164,2.714681440443214
20.221606648199447,3.1163434903047094
20.124653739612185,3.545706371191135
20.05540166204986,4.002770083102493
20.01385041551247,4.487534626038782
20.0,5.0
19.933673469387756,5.704081632653062
19.73469387755102,6.387755102040817
19.403061224489797,7.051020408163265
18.938775510204085,7.6938775510204085
18.341836734693874,8.316326530612246
17.612244897959183,8.918367346938776
16.75,9.5
15.755102040816325,10.061224489795917
14.627551020408163,10.60204081632653
13.36734693877551,11.122448979591837
11.974489795918366,11.622448979591837
10.448979591836736,12.102040816326532
8.790816326530612,12.561224489795919
7.0,13.0
6.362244897959183,14.688775510204083
5.877551020408164,16.3265306122449
5.545918367346938,17.913265306122447
5.36734693877551,19.44897959183674
5.341836734693878,20.933673469387756
5.469387755102042,22.367346938775512
5.75,23.75
6.183673469387754,25.08163265306122
6.770408163265307,26.362244897959187
7.510204081632653,27.591836734693878
8.403061224489795,28.7704081632653
9.448979591836737,29.897959183673475
10.64795918367347,30.974489795918366
12.0,32.0
13.709183673469392,32.33163265306123
15.408163265306126,32.61224489795919
17.096938775510203,32.84183673469388
18.775510204081634,33.02040816326531
20.44387755102041,33.14795918367347
22.102040816326532,33.224489795918366
23.75,33.25
25.387755102040813,33.224489795918366
27.015306122448983,33.147959183673464
28.632653061224488,33.02040816326531
30.239795918367342,32.84183673469388
31.836734693877556,32.61224489795919
33.423469387755105,32.33163265306123
35.0,32.0
36.9567901234568,31.160493827160497
38.382716049382715,30.197530864197528
39.27777777777778,29.11111111111111
39.641975308641975,27.901234567901234
39.47530864197531,26.5679012345679
38.77777777777778,25.111111111111114
37.54938271604938,23.530864197530864
35.79012345679012,21.827160493827158
33.5,20.0
31.66049382716049,19.888888888888893
29.919753086419753,19.77777777777778
28.27777777777778,19.666666666666668
26.73456790123457,19.555555555555557
25.290123456790123,19.444444444444443
23.944444444444446,19.333333333333336
22.69753086419753,19.22222222222222
21.549382716049383,19.11111111111111
20.5,19.0
19.407407407407412,18.8641975308642
18.574074074074073,18.67901234567901
18.0,18.444444444444446
17.685185185185183,18.160493827160494
17.62962962962963,17.82716049382716
17.833333333333336,17.444444444444446
18.296296296296298,17.012345679012345
19.01851851851852,16.530864197530864
20.0,16.0
21.11111111111111,15.333333333333334
22.222222222222225,14.666666666666666
23.333333333333336,14.0
24.444444444444443,13.333333333333334
25.555555555555557,12.666666666666668
26.66666666666667,12.000000000000002
27.77777777777778,11.333333333333332
28.888888888888886,10.666666666666666
30.0,10.0
30.58024691358025,9.691358024691358
31.432098765432098,9.432098765432098
32.55555555555556,9.222222222222223
33.95061728395062,9.061728395061728
35.617283950617285,8.950617283950617
37.55555555555556,8.88888888888889
39.76543209876543,8.876543209876543
42.24691358024691,8.913580246913579
45.0,9.0
46.19444444444445,9.833333333333334
47.111111111111114,10.666666666666666
47.75,11.5
48.111111111111114,12.333333333333336
48.19444444444445,13.166666666666668
48.0,14.0
47.88888888888889,14.456790123456791
48.0,15.160493827160492
48.333333333333336,16.11111111111111
48.88888888888889,17.308641975308642
49.666666666666664,18.75308641975309
50.66666666666667,20.444444444444446
51.888888888888886,22.38271604938272
53.33333333333333,24.5679012345679
55.0,27.0
56.69135802469136,28.62962962962963
58.432098765432094,29.74074074074074
60.22222222222222,30.333333333333336
62.06172839506173,30.407407407407405
63.95061728395062,29.962962962962962
65.88888888888889,29.000000000000004
67.87654320987654,27.51851851851852
69.91358024691358,25.518518518518515
72.0,23.0
75.16528925619835,21.115702479338843
78.11570247933885,19.3900826446281
80.85123966942147,17.823140495867765
83.37190082644629,16.41487603305785
85.67768595041322,15.165289256198346
87.76859504132231,14.074380165289254
89.64462809917356,13.142148760330578
91.30578512396694,12.368595041322314
92.75206611570246,11.753719008264461
93.98347107438016,11.297520661157023
95.0,11.0
97.75,10.444444444444445
100.00000000000001,10.444444444444445
101.75,11.0
103.00000000000001,12.111111111111112
103.75,13.777777777777779
104.0,16.0
103.55555555555557,17.541666666666664
102.88888888888889,18.833333333333332
102.0,19.875
100.8888888888889,20.666666666666668
99.55555555555556,21.208333333333336
98.0,21.5
96.63223140495867,21.818181818181817
95.43801652892563,22.227272727272727
94.41735537190083,22.727272727272727
93.57024793388429,23.31818181818182
92.89669421487604,24.0
92.39669421487604,24.772727272727273
92.0702479338843,25.636363636363637
91.91735537190081,26.59090909090909
91.9380165289256,27.636363636363633
92.13223140495867,28.77272727272727
92.5,30.0
93.27806122448979,31.392857142857146
94.18367346938777,32.57142857142858
95.21683673469389,33.535714285714285
96.37755102040818,34.28571428571429
97.66581632653062,34.82142857142857
99.08163265306122,35.14285714285714
100.625,35.25
102.29591836734693,35.14285714285714
104.09438775510205,34.82142857142857
106.02040816326532,34.285714285714285
108.07397959183673,33.535714285714285
110.25510204081634,32.57142857142858
112.5637755102041,31.392857142857146
115.0,30.0
116.03305785123968,29.355371900826448
116.95041322314049,28.51239669421488
117.75206611570248,27.47107438016529
118.43801652892563,26.231404958677686
119.00826446280992,24.793388429752067
119.46280991735537,23.15702479338843
119.80165289256198,21.322314049586776
120.02479338842974,19.289256198347104
120.13223140495867,17.05785123966942
120.12396694214875,14.628099173553718
120.0,12.0
120.13019390581718,10.670360110803323
120.09972299168975,9.418282548476451
119.90858725761773,8.24376731301939
119.55678670360112,7.146814404432133
119.04432132963989,6.127423822714681
118.37119113573408,5.1855955678670345
117.53739612188366,4.321329639889196
116.54293628808864,3.5346260387811634
115.38781163434902,2.8254847645429355
114.07202216066483,2.1939058171745147
112.59556786703601,1.6398891966759
110.95844875346259,1.1634349030470912
109.16066481994459,0.7645429362880886
107.20221606648201,0.4432132963988918
105.08310249307479,0.1994459833795013
102.80332409972299,0.03324099722991691
100.3628808864266,-0.055401662049861494
97.7617728531856,-0.0664819944598338
95.0,0.0
93.36734693877551,0.0
91.3265306122449,0.0
88.87755102040816,0.0
86.0204081632653,0.0
82.75510204081633,0.0
79.08163265306123,0.0